Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
113,2/14/20,6:08:57 PM,1,4,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Cook, Justin",8900439,Right,RIC_SPI,Windup,4,Top,0,2,1,Curveball,Undefined,InPlay,Undefined,GroundBall,Out,1,0,,78.40550533,0.399801156,-1.494688359,2224.53647,86.99406946,0.375,5.703432652,2.034435839,5.515535542,-46.87098787,-0.526180189,-9.190463732,2.171429263,-0.129155592,71.5712692,-8.336574889,-3.218928587,0.4899729,93.17119738,-7.393709011,-16.67393789,,,,,17.08042797,17.08042797,-14.97681672,0.116081543,4.442673892,-0.403947044,-1.898361239,50,5.707375096,3.251179877,-113.9527191,-0.621310823,5.780954739,22.96998352,-32.69967786,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,faf552fd-4f7e-11ea-ace5-181deafaf045
114,2/14/20,6:09:28 PM,2,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,4,Top,1,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,78.74523724,-0.269555257,-0.978850623,2012.599813,134.5658197,0.4375,5.702928829,2.182297722,5.619149207,-43.86942299,1.768033673,-1.838599412,1.795581981,1.115623005,72.00930574,-8.45520006,-1.324464846,0.486219346,,,,,,,,,,,,0.68952166,1.027244405,-2.097759154,50,5.652124477,2.01152878,-114.511652,-1.851185861,0.908354488,22.69972785,-30.82078858,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,0d353e23-4f7f-11ea-ace5-181deafaf045
115,2/14/20,6:09:44 PM,2,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,4,Top,1,1,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,94.32858778,-2.599850284,-2.874742118,2422.763863,225.4631506,0.0625,5.36407901,2.285762635,6.220974846,-19.13162762,12.34777569,12.57911361,1.366482973,0.679557334,84.89696486,-6.235130237,-0.473864877,0.403817155,,,,,,,,,,,,-7.846047511,7.629268222,-2.077175196,50,5.160128673,6.476210779,-136.9337036,-6.834010827,-14.6296566,35.30685289,-17.94859631,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,142e9570-4f7f-11ea-ace5-181deafaf045
116,2/14/20,6:10:04 PM,2,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,4,Top,1,1,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.92672586,-2.244123821,-2.449094013,1712.670798,223.0630279,0.0625,5.31560372,2.210385594,6.709567472,-22.46707599,13.93977968,13.05974423,1.389129781,1.058683944,78.18231603,-6.555311464,0.070292451,0.434273276,,,,,,,,,,,,-8.122111306,8.544459784,-2.05347191,50,5.158118247,5.0596438,-126.3591506,-5.549449453,-12.8572439,30.76579685,-18.64823004,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,1e29d627-4f7f-11ea-ace5-181deafaf045
117,2/14/20,6:10:20 PM,2,4,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Sanderson, Peyton",1000078926,Right,RIC_SPI,Windup,4,Top,1,1,2,ChangeUp,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,86.14105651,-0.499602789,-2.905434872,1596.464123,232.6155637,0.072916667,5.234196366,2.339913336,6.602412919,-27.32827812,10.00752735,13.14261391,2.498631777,0.771636183,77.08854307,-5.755816317,-0.371031748,0.439778791,93.1690505,13.08189843,8.68201542,1125.953882,108.4620867,18.23424851,18.32681376,238.9180494,238.9180494,11.40507533,2.323305664,-8.335281216,5.745799732,-2.147605813,50,5.18886183,6.00361564,-125.2085831,-1.823249284,-12.90462073,31.1115528,-23.27844391,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,28ed4fbe-4f7f-11ea-ace5-181deafaf045
118,2/14/20,6:11:02 PM,3,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.81679629,-1.447732389,-3.758362641,2334.966768,217.7779658,0.052083333,5.401541474,2.29634445,6.063438168,-17.69895211,14.85107244,11.534248,2.58379726,-0.22526386,83.80547881,-4.799775745,-1.572586609,0.410626694,,,,,,,,,,,,-7.454246719,8.536504519,-2.011119489,50,5.279801413,8.476478012,-134.7285041,-3.985994195,-13.53790934,32.52989197,-16.67061426,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,445b7f3b-4f7f-11ea-ace5-181deafaf045
119,2/14/20,6:11:26 PM,3,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,0,1,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.9071062,0.159029833,-3.715046224,2384.270026,229.1005562,0.072916667,5.392141651,2.256004364,5.971836288,-18.37175912,14.35290572,16.60529341,4.008884947,0.191289185,83.33383839,-3.329047831,-0.563708622,0.411726786,,,,,,,,,,,,-10.2354619,7.743305858,-1.971192996,50,5.394639254,8.209666441,-134.8428869,-0.228794012,-18.52840045,33.92077267,-18.15698972,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,538ff6cd-4f7f-11ea-ace5-181deafaf045
120,2/14/20,6:11:49 PM,3,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,1,1,ChangeUp,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,82.4858641,-0.130808618,-2.624920564,1743.49727,233.346854,0.072916667,5.352171514,2.055734011,6.765803303,-32.73488972,7.449631977,10.06229938,2.504698216,0.495789607,74.43599558,-6.419306095,-0.685322309,0.456247944,,,,,,,,,,,,-6.493027392,4.207790076,-1.888466197,50,5.331049622,5.252279815,-120.011533,-1.086671432,-9.299591443,27.11566418,-26.1474717,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,6133fc44-4f7f-11ea-ace5-181deafaf045
121,2/14/20,6:12:17 PM,3,4,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,1,2,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,92.82174813,-0.331521463,-2.634090649,2272.673629,244.4801699,0.09375,5.356804302,2.26746263,6.052519265,-23.89869781,8.560171893,17.99472668,3.058081784,1.327347727,83.93820474,-4.857279936,0.780572134,0.41005132,,,,,,,,,,,,-10.61029987,4.760112654,-2.07251906,50,5.318289507,5.621886518,-134.9248914,-1.559080698,-19.33313264,32.5241837,-23.50060007,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7118d979-4f7f-11ea-ace5-181deafaf045
122,2/14/20,6:12:59 PM,3,5,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,2,2,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.18396099,0.638495166,-0.792176968,2088.411034,16.04145535,0.270833333,5.640730828,2.145437739,5.501347277,-46.79092018,-1.478404565,-0.412833711,2.338664302,1.370175647,72.36460404,-8.084131371,-0.869606078,0.484485301,,,,,,,,,,,,-0.016686046,-0.97848029,-2.076065323,50,5.665397295,1.604602194,-115.1323866,-0.15275437,-0.022236171,22.80815236,-33.47799164,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8ac94976-4f7f-11ea-ace5-181deafaf045
123,2/14/20,6:13:27 PM,3,6,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Little, Daniel",8891967,Left,RIC_SPI,Stretch,4,Top,1,3,2,Fastball,Undefined,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.9902505,-1.255726801,-4.840968873,2403.878063,250.5962129,0.09375,5.308719725,2.318371843,6.002986692,-25.01414081,6.675280724,19.03607879,2.056545336,-0.590686114,85.4968854,-5.965681089,-1.253991639,0.40516197,,,,,,,,,,,,-11.73024001,3.985106697,-1.94805119,50,5.196108605,10.90869497,-136.3023874,-3.832989458,-21.96962755,31.20028831,-24.71032149,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9b634d8e-4f7f-11ea-ace5-181deafaf045
124,2/14/20,6:13:59 PM,4,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Stretch,4,Top,2,0,0,Fastball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,93.29447969,-2.295770181,-4.994117429,2525.026951,213.4803665,0.041666667,5.419211173,2.004907469,6.033928657,-18.23485921,14.33692486,9.502595052,1.764824611,-1.838831474,83.79225229,-5.749655713,-3.194020011,0.410763922,,,,,,,,,,,,-6.829407399,8.568652709,-1.619835657,50,5.229776003,11.49430124,-135.0718288,-6.028603136,-12.38956093,34.36511218,-16.62923792,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ae8cd29d-4f7f-11ea-ace5-181deafaf045
125,2/14/20,6:14:18 PM,4,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Stretch,4,Top,2,1,0,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,84.88773306,-2.153427006,-3.178498563,1653.621599,240.4883231,0.083333333,5.322622611,2.096765394,6.480193026,-31.42928137,7.021291762,12.46806039,0.72252784,0.214670818,76.80494101,-8.132976003,-0.789179616,0.446295931,,,,,,,,,,,,-7.943750805,4.593811574,-1.879107086,50,5.157420786,6.508219222,-123.2973178,-5.497315376,-12.01543516,28.49899761,-25.22561243,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b8ae35d3-4f7f-11ea-ace5-181deafaf045
126,2/14/20,6:14:46 PM,4,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Hipsman, Johnny",1000055398,Left,RIC_SPI,Stretch,4,Top,2,2,0,Fastball,Undefined,InPlay,Undefined,FlyBall,HomeRun,0,2,,92.08153259,-1.870741768,-3.79548371,2326.779954,229.1601754,0.072916667,5.424891995,2.074354995,6.091924121,-21.73924997,11.18316133,12.97343676,1.878708426,-0.3599308,83.6214596,-5.974374571,-1.340749471,0.41296889,97.36385563,27.58788468,21.6306295,3547.751645,100.9903223,55.34831332,43.59883795,370.5120222,341.7321446,26.9329271,5.009636841,-8.200414021,6.648714193,-1.788842376,50,5.26918169,8.451482908,-133.6717142,-5.073360686,-14.72507076,30.84882781,-20.23528709,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ca938d15-4f7f-11ea-ace5-181deafaf045
127,2/14/20,6:15:36 PM,5,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,0,0,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.72989114,-1.135588831,-3.186648333,2443.401855,226.4609549,0.0625,5.310278523,2.396872669,6.258233271,-21.90839769,10.38880381,10.9645406,2.435864277,0.369621945,83.91141038,-5.29596998,-1.100538408,0.409028872,,,,,,,,,,,,-7.000373539,6.046773716,-2.166151454,50,5.215366244,7.159853966,-134.7517016,-3.359460844,-12.72554163,32.38100669,-21.18199646,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,e29e16fd-4f7f-11ea-ace5-181deafaf045
128,2/14/20,6:15:58 PM,5,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,0,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,85.65670058,-3.177139101,-3.875271216,1593.741745,204.9258936,0.53125,5.45686819,1.932033177,6.76052034,-23.58992542,14.12130687,6.579129007,0.580098182,-1.063944497,76.86783095,-7.699632737,-2.605774436,0.441984338,,,,,,,,,,,,-5.044923413,9.023754669,-1.681331309,50,5.239846121,8.24709735,-124.2313399,-7.515071476,-7.688650807,30.64003706,-18.42151102,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,f57db672-4f7f-11ea-ace5-181deafaf045
129,2/14/20,6:16:15 PM,5,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,1,1,ChangeUp,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.72876462,-2.458735398,-4.13164465,1750.242616,216.2263775,0.052083333,5.342623395,2.155495592,6.612870591,-21.63217668,16.4255885,12.05954432,1.281076652,-0.629709486,76.26157875,-6.623223424,-1.802644348,0.444010417,,,,,,,,,,,,-8.253438159,10.07051538,-1.879739341,50,5.166466581,8.661074608,-124.2943435,-5.920480431,-12.51257268,32.08134127,-16.90670745,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,fd03b128-4f7f-11ea-ace5-181deafaf045
130,2/14/20,6:16:34 PM,5,4,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,1,2,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,85.84963865,-2.925267423,-3.356256429,1612.811887,168.1977954,0.479166667,5.516629847,1.749493739,6.739897639,-32.26292093,5.544321418,-1.165919373,0.14877554,-1.417262672,76.80990735,-9.108218491,-3.582043254,0.442546611,,,,,,,,,,,,-0.613514689,4.213671531,-1.528609687,50,5.311818514,7.333862528,-124.5469986,-7.200630111,-0.931449511,32.80169688,-25.77677338,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,09364030-4f80-11ea-ace5-181deafaf045
131,2/14/20,6:16:56 PM,5,5,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,2,2,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,80.77552016,0.188864979,-2.246342447,2237.067707,146.5067963,0.458333333,5.750793592,2.109791686,5.615169199,-40.26913335,2.945729869,-1.976120185,2.571412406,-0.152186401,74.06371614,-7.31459138,-2.616236698,0.473138283,,,,,,,,,,,,0.416351741,1.520222137,-1.916966549,50,5.741188207,4.667585728,-117.4381567,-0.854341331,0.580121419,22.71765665,-30.05585537,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,185eccd4-4f80-11ea-ace5-181deafaf045
132,2/14/20,6:17:19 PM,5,6,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,2,2,Fastball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,92.95106407,-2.309031945,-3.586281055,2485.974806,206.41685,0.041666667,5.526404148,2.198035217,6.327900757,-14.20425059,17.98897303,8.951435385,2.211387562,-0.362340801,83.82950839,-5.012629313,-1.880359783,0.408369926,,,,,,,,,,,,-6.063451115,10.62537312,-1.940873612,50,5.35116706,8.181148591,-134.9299811,-5.888480258,-11.02368746,33.14890399,-12.8565361,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,1fcf53b5-4f80-11ea-ace5-181deafaf045
133,2/14/20,6:17:40 PM,5,7,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Toso, Dominic",1000066995,Right,RIC_SPI,Windup,4,Top,2,2,2,ChangeUp,Undefined,InPlay,Undefined,FlyBall,HomeRun,0,1,,85.43696319,-0.962449841,-3.21646062,1690.877408,215.2731364,0.052083333,5.35996572,2.077192481,6.632534239,-26.56709236,10.73784678,7.620073183,2.263525403,-0.235300742,77.87522198,-6.022143507,-1.761301593,0.439596966,93.87502626,30.59603467,18.14581895,3770.516309,101.2191467,56.06615592,43.0657824,336.6661747,243.1486579,32.21308523,4.432512817,-5.178006284,6.241733962,-1.863084068,50,5.283897963,6.780203059,-124.2771286,-2.801569658,-8.049747888,26.29564905,-22.47062565,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,34789a69-4f80-11ea-ace5-181deafaf045
134,2/14/20,6:18:35 PM,6,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,0,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,79.69642096,-1.500859044,-0.885377955,2259.559894,91.7607038,0.375,5.900108562,1.875840664,5.721117258,-44.30840103,0.30021346,-11.13071791,0.809468852,0.12364136,72.86317535,-9.761180888,-2.985056111,0.480707486,,,,,,,,,,,,5.706385774,0.635283004,-1.795237811,50,5.747967324,2.119850933,-115.8380755,-4.347836183,7.653263967,24.25183471,-31.32202265,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,50cb9e1d-4f80-11ea-ace5-181deafaf045
135,2/14/20,6:19:33 PM,6,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,1,0,Curveball,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,78.53228942,-0.481143984,-1.338020209,2213.008051,71.42405328,0.354166667,5.63686053,2.07497953,5.597483622,-50.06986637,-4.115026194,-12.11598674,1.015099393,-0.183930818,72.16415835,-9.779632468,-3.611509617,0.487907112,,,,,,,,,,,,6.075489209,-2.055374594,-1.952751068,50,5.563664123,3.029443911,-114.1771688,-2.457536116,7.953714269,22.64702068,-34.864838,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,74964c15-4f80-11ea-ace5-181deafaf045
136,2/14/20,6:19:48 PM,6,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,2,0,Curveball,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.90147959,0.583194823,-0.932951866,2264.915444,73.94127853,0.354166667,5.646484887,2.059142871,5.51860763,-46.56547414,-2.046934856,-6.96558479,2.311324506,0.60642233,72.99507355,-8.098961562,-2.2397106,0.480221911,,,,,,,,,,,,3.433026671,-1.267702705,-1.973457602,50,5.666523605,2.106607154,-116.1666439,-0.253930039,4.652392166,23.44031033,-33.89202243,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,7d88f817-4f80-11ea-ace5-181deafaf045
137,2/14/20,6:20:05 PM,6,4,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,2,1,ChangeUp,Undefined,BallCalled,Undefined,Undefined,Undefined,0,0,,85.81321697,-2.76555477,-3.097874723,1693.609067,211.9163387,0.041666667,5.549459344,2.226531209,6.731842833,-20.38972772,16.74790057,10.4530256,1.317808267,0.264377873,77.70727085,-6.662575935,-1.089991798,0.438610073,,,,,,,,,,,,-6.810741323,10.21738728,-2.026769331,50,5.359224412,6.475192399,-124.681386,-6.563492789,-10.57965506,28.15392196,-16.30258494,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,84df4576-4f80-11ea-ace5-181deafaf045
138,2/14/20,6:20:21 PM,6,5,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,3,1,Slider,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.56314197,0.756213783,-1.362933066,2186.531789,180,0.5,5.631782758,2.10174347,5.532335145,-42.71506942,2.455896235,6.56E-15,2.779206462,0.827680033,72.02011735,-7.25213938,-1.362933066,0.483727977,,,,,,,,,,,,-0.438996426,1.068998184,-1.983582341,50,5.669528435,2.750320817,-115.5977906,0.22501762,-0.585034984,24.58940468,-30.74943255,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,8de2a1d9-4f80-11ea-ace5-181deafaf045
139,2/14/20,6:20:36 PM,6,6,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,3,2,Curveball,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,78.48479349,0.794328508,-0.629548628,2151.069186,97.04450275,0.385416667,5.776934541,2.041419714,5.402182017,-45.9618425,0.708876276,-6.091596062,2.69107251,0.94394479,71.09187634,-7.798335605,-1.77478506,0.491692703,,,,,,,,,,,,3.037259715,0.11952033,-1.981262273,50,5.816243081,1.439716896,-114.0218322,0.171305886,3.934880985,24.07760911,-32.0192056,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,9860fb4f-4f80-11ea-ace5-181deafaf045
140,2/14/20,6:20:58 PM,6,7,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,3,2,Slider,Undefined,FoulBall,Undefined,Undefined,Undefined,0,0,,81.54510017,-0.908112204,-0.736065915,2233.657339,109.0385083,0.40625,5.671267411,1.637888001,5.822461216,-36.25951436,6.22925595,-18.16741842,1.805360315,-0.56031517,74.1422731,-7.708054349,-4.169468873,0.469146628,,,,,,,,,,,,9.573501174,3.655136979,-1.567200124,50,5.575963069,2.063509941,-118.5616292,-2.957804063,13.42566724,25.79225255,-27.04816494,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,a96fcbf5-4f80-11ea-ace5-181deafaf045
141,2/14/20,6:21:23 PM,6,8,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Forte, Anthony",8893129,Left,RIC_SPI,Windup,4,Top,2,3,2,ChangeUp,Undefined,InPlay,Undefined,GroundBall,Single,0,0,,85.58919566,-2.020290193,-2.922033022,1659.848622,194.629997,0.520833333,5.454334265,2.123918876,6.618269287,-19.14116656,19.16792548,5.012990667,2.006149912,-0.136259857,75.59189902,-5.722946724,-1.949140054,0.445474088,93.65965067,-18.00265671,31.72394174,,,,,7.256979331,6.225601086,27.07090937,0.046292114,-3.947186499,11.50281688,-1.927883738,50,5.309496254,6.210668472,-124.2397558,-4.888296897,-5.933265274,33.75727054,-14.88343815,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,b7568f65-4f80-11ea-ace5-181deafaf045
142,2/14/20,6:22:08 PM,7,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Blakely, Drew",8899225,Right,RIC_SPI,Stretch,4,Top,2,0,0,Fastball,Undefined,InPlay,Undefined,LineDrive,Single,0,0,,91.89997466,-1.455594499,-3.247580512,2332.468878,213.6113924,0.041666667,5.38151989,2.331117018,6.187744075,-19.6189772,13.81679843,9.204715208,2.400378357,0.096860608,81.95515778,-5.203997615,-1.485762333,0.41617618,86.10151756,10.88841342,18.43016293,4423.442707,100.9725134,12.73868939,43.64065454,179.9291724,179.9291724,26.94378268,1.890606689,-6.204833746,8.097973352,-2.091091401,50,5.262023277,7.283016199,-133.377499,-4.002196147,-10.88360277,35.70977609,-17.96977994,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,ce1101ea-4f80-11ea-ace5-181deafaf045
143,2/14/20,6:23:27 PM,8,1,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,4,Top,2,0,0,ChangeUp,Undefined,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.99579784,-1.399022151,-2.623059976,1953.246272,169.1787231,0.489583333,5.730775541,2.093183421,6.067010588,-27.12182496,12.21855113,-2.34258634,2.174510907,-0.530812827,76.86211368,-6.492954064,-3.065013048,0.451430369,,,,,,,,,,,,0.518868059,7.039011291,-1.888901007,50,5.607932612,5.664534902,-122.1326818,-3.787832197,0.781233293,24.76636299,-21.57576663,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,012cc4bf-4f81-11ea-ace5-181deafaf045
144,2/14/20,6:24:05 PM,8,2,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,4,Top,2,0,1,Slider,Undefined,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.23246669,-1.300091365,-3.105389245,2058.591606,164.9922811,0.479166667,5.748426229,2.077946593,6.021411569,-24.88337161,15.00986735,-4.034105026,2.468841881,-1.136896286,75.66684642,-6.013153842,-3.872099478,0.45459135,,,,,,,,,,,,1.132611266,8.623377351,-1.83287899,50,5.633325734,6.751963085,-122.2680835,-3.510641872,1.67672304,29.06411424,-19.40796021,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,15a660b2-4f81-11ea-ace5-181deafaf045
145,2/14/20,6:24:28 PM,8,3,"Hancock, Emerson",1000027898,Right,GEO_BUL,"Schulefand, Jordan",8887200,Right,RIC_SPI,Stretch,4,Top,2,0,2,Slider,Undefined,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.26844621,-2.38876327,-3.40463169,2103.401086,194.4477921,0.520833333,5.862036469,2.134373314,5.980776183,-27.21143632,12.55504642,3.244386562,1.37532934,-0.754366389,76.23883768,-7.512693575,-2.789948401,0.453868569,,,,,,,,,,,,-2.865899343,7.594594523,-1.867368892,50,5.658322597,7.176377595,-122.2513171,-5.919108749,-4.269012853,27.63498183,-20.8612222,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,25c2100a-4f81-11ea-ace5-181deafaf045
146,2/14/20,6:26:42 PM,1,1,"Miller, Tim",8900434,Right,RIC_SPI,"Tate, Connor",8899711,Right,GEO_BUL,Windup,4,Bottom,0,0,0,ChangeUp,Undefined,HitByPitch,Undefined,Undefined,Undefined,0,0,,80.86576599,0.378295525,-0.923662748,1788.091138,231.1514724,0.072916667,6.136697784,0.953313375,5.833396265,-29.88584404,13.04051232,16.24113674,3.997836001,1.44824772,73.48876385,-5.245839634,2.141654889,0.471556279,34.03999539,-2.59421297,126.4629943,4653.213875,,,,18.40431121,18.40431121,130.5390176,0.402038574,-9.037565615,6.918642689,-0.887593595,50,6.150030636,1.415743432,-117.6362426,-0.107984336,-12.56031488,24.02262416,-22.55859077,GEO_BUL,RIC_SPI,UGeorgia,D1,SEC,20200214-UGeorgia-1,760c20ec-4f81-11ea-ace5-181deafaf045
